from	to	source	database
Gal	Casr	ppi_lr_go	ppi_prediction_go
Gal	Ptger3	ppi_lr_go	ppi_prediction_go
Gal	P2ry4	ppi_lr_go	ppi_prediction_go
Gal	Tas2r138	ppi_lr_go	ppi_prediction_go
Gal	Tas2r139	ppi_lr_go	ppi_prediction_go
Gal	Tas2r144	ppi_lr_go	ppi_prediction_go
Gal	Tas2r126	ppi_lr_go	ppi_prediction_go
Gal	Tas2r136	ppi_lr_go	ppi_prediction_go
Gal	Tas2r120	ppi_lr_go	ppi_prediction_go
Gal	Tas2r135	ppi_lr_go	ppi_prediction_go
Gal	Gpr17	ppi_lr_go	ppi_prediction_go
Gal	Gpr18	ppi_lr_go	ppi_prediction_go
Gal	Grm2	ppi_lr_go	ppi_prediction_go
Gal	Grm7	ppi_lr_go	ppi_prediction_go
Gal	Grm3	ppi_lr_go	ppi_prediction_go
Gal	Hcar2	ppi_lr_go	ppi_prediction_go
Gal	Oxgr1	ppi_lr_go	ppi_prediction_go
Gal	S1pr3	ppi_lr_go	ppi_prediction_go
Gal	Gper1	ppi_lr_go	ppi_prediction_go
Gal	P2ry13	ppi_lr_go	ppi_prediction_go
Gal	Sucnr1	ppi_lr_go	ppi_prediction_go
Gal	Hcar1	ppi_lr_go	ppi_prediction_go
Gal	Lpar5	ppi_lr_go	ppi_prediction_go
Gal	S1pr5	ppi_lr_go	ppi_prediction_go
Gal	P2ry12	ppi_lr_go	ppi_prediction_go
Gal	Tas2r118	ppi_lr_go	ppi_prediction_go
Gal	Tas2r140	ppi_lr_go	ppi_prediction_go
Gal	Tas2r121	ppi_lr_go	ppi_prediction_go
Gal	Tas2r114	ppi_lr_go	ppi_prediction_go
Gal	Tas2r130	ppi_lr_go	ppi_prediction_go
Gal	Tas2r108	ppi_lr_go	ppi_prediction_go
Gal	Tas2r137	ppi_lr_go	ppi_prediction_go
Gal	Tas2r119	ppi_lr_go	ppi_prediction_go
Gal	Gabbr1	ppi_lr_go	ppi_prediction_go
Gal	Lpar3	ppi_lr_go	ppi_prediction_go
Gal	Gpr55	ppi_lr_go	ppi_prediction_go
Gdf1	Acvr1b	ppi_lr_go	ppi_prediction_go
Gdf1	Acvr2b	ppi_lr_go	ppi_prediction_go
Gdf1	Acvr1c	ppi_lr_go	ppi_prediction_go
Gdf1	Tsku	ppi_lr_go	ppi_prediction_go
Grn	Cd209a	ppi_lr_go	ppi_prediction_go
Nts	Ptger1	ppi_lr_go	ppi_prediction_go
Nts	Adra1a	ppi_lr_go	ppi_prediction_go
Nts	Adra1b	ppi_lr_go	ppi_prediction_go
Nts	Casr	ppi_lr_go	ppi_prediction_go
Nts	P2ry2	ppi_lr_go	ppi_prediction_go
Nts	Grm5	ppi_lr_go	ppi_prediction_go
Nts	Ptgfr	ppi_lr_go	ppi_prediction_go
Nts	Lpar6	ppi_lr_go	ppi_prediction_go
Nts	Gpr4	ppi_lr_go	ppi_prediction_go
Nts	P2ry1	ppi_lr_go	ppi_prediction_go
Nts	Grm1	ppi_lr_go	ppi_prediction_go
Nts	Gpr17	ppi_lr_go	ppi_prediction_go
Nts	P2ry6	ppi_lr_go	ppi_prediction_go
Nts	Ltb4r1	ppi_lr_go	ppi_prediction_go
Nts	Gpr68	ppi_lr_go	ppi_prediction_go
Nts	Gprc6a	ppi_lr_go	ppi_prediction_go
Nts	Gpr65	ppi_lr_go	ppi_prediction_go
Nts	Lpar5	ppi_lr_go	ppi_prediction_go
Nts	Ltb4r2	ppi_lr_go	ppi_prediction_go
Nts	Cysltr2	ppi_lr_go	ppi_prediction_go
Nts	Lpar3	ppi_lr_go	ppi_prediction_go
Nts	Opn4	ppi_lr_go	ppi_prediction_go
Nts	Gpr132	ppi_lr_go	ppi_prediction_go
Nts	Cysltr1	ppi_lr_go	ppi_prediction_go
Adm	Ptger4	ppi_lr_go	ppi_prediction_go
Adm	Ptger2	ppi_lr_go	ppi_prediction_go
Adm	Ptgir	ppi_lr_go	ppi_prediction_go
Adm	Gpr15	ppi_lr_go	ppi_prediction_go
Adm	Ptgdr	ppi_lr_go	ppi_prediction_go
Adm	Gpr176	ppi_lr_go	ppi_prediction_go
Adm	Gpr150	ppi_lr_go	ppi_prediction_go
Adm	Gpbar1	ppi_lr_go	ppi_prediction_go
Adm	Taar1	ppi_lr_go	ppi_prediction_go
Adm	Gpr20	ppi_lr_go	ppi_prediction_go
Adm	Gpr84	ppi_lr_go	ppi_prediction_go
Adm	Gpr27	ppi_lr_go	ppi_prediction_go
Adm	Gpr83	ppi_lr_go	ppi_prediction_go
Adm	Gpr45	ppi_lr_go	ppi_prediction_go
Thbs4	Fkbp1b	ppi_lr_go	ppi_prediction_go
Thbs4	Lrp1	ppi_lr_go	ppi_prediction_go
Wnt5a	Dab2	ppi_lr_go	ppi_prediction_go
Wnt5a	Scarb2	ppi_lr_go	ppi_prediction_go
Wnt5a	Ptprk	ppi_lr_go	ppi_prediction_go
Wnt5a	Sfrp1	ppi_lr_go	ppi_prediction_go
Wnt5a	Frzb	ppi_lr_go	ppi_prediction_go
Wnt5a	Antxr1	ppi_lr_go	ppi_prediction_go
Cxcl5	Ptger3	ppi_lr_go	ppi_prediction_go
Cxcl5	P2ry4	ppi_lr_go	ppi_prediction_go
Cxcl5	Tas2r138	ppi_lr_go	ppi_prediction_go
Cxcl5	Tas2r139	ppi_lr_go	ppi_prediction_go
Cxcl5	Tas2r144	ppi_lr_go	ppi_prediction_go
Cxcl5	Tas2r126	ppi_lr_go	ppi_prediction_go
Cxcl5	Tas2r136	ppi_lr_go	ppi_prediction_go
Cxcl5	Tas2r120	ppi_lr_go	ppi_prediction_go
Cxcl5	Tas2r135	ppi_lr_go	ppi_prediction_go
Cxcl5	Gpr17	ppi_lr_go	ppi_prediction_go
Cxcl5	Gpr18	ppi_lr_go	ppi_prediction_go
Cxcl5	Grm2	ppi_lr_go	ppi_prediction_go
Cxcl5	Grm7	ppi_lr_go	ppi_prediction_go
Cxcl5	Grm3	ppi_lr_go	ppi_prediction_go
Cxcl5	Hcar2	ppi_lr_go	ppi_prediction_go
Cxcl5	Oxgr1	ppi_lr_go	ppi_prediction_go
Cxcl5	S1pr3	ppi_lr_go	ppi_prediction_go
Cxcl5	Gper1	ppi_lr_go	ppi_prediction_go
Cxcl5	P2ry13	ppi_lr_go	ppi_prediction_go
Cxcl5	Sucnr1	ppi_lr_go	ppi_prediction_go
Cxcl5	Hcar1	ppi_lr_go	ppi_prediction_go
Cxcl5	Lpar5	ppi_lr_go	ppi_prediction_go
Cxcl5	S1pr5	ppi_lr_go	ppi_prediction_go
Cxcl5	P2ry12	ppi_lr_go	ppi_prediction_go
Cxcl5	Tas2r118	ppi_lr_go	ppi_prediction_go
Cxcl5	Tas2r140	ppi_lr_go	ppi_prediction_go
Cxcl5	Tas2r121	ppi_lr_go	ppi_prediction_go
Cxcl5	Tas2r114	ppi_lr_go	ppi_prediction_go
Cxcl5	Tas2r130	ppi_lr_go	ppi_prediction_go
Cxcl5	Tas2r108	ppi_lr_go	ppi_prediction_go
Cxcl5	Tas2r137	ppi_lr_go	ppi_prediction_go
Cxcl5	Tas2r119	ppi_lr_go	ppi_prediction_go
Cxcl5	Gabbr1	ppi_lr_go	ppi_prediction_go
Cxcl5	Lpar3	ppi_lr_go	ppi_prediction_go
Cxcl5	Gpr55	ppi_lr_go	ppi_prediction_go
Nampt	Cul5	ppi_lr_go	ppi_prediction_go
Xcl1	Grm1	ppi_lr_go	ppi_prediction_go
Xcl1	Gpr17	ppi_lr_go	ppi_prediction_go
Xcl1	P2ry6	ppi_lr_go	ppi_prediction_go
Xcl1	Ltb4r1	ppi_lr_go	ppi_prediction_go
Xcl1	Gpr68	ppi_lr_go	ppi_prediction_go
Xcl1	Gprc6a	ppi_lr_go	ppi_prediction_go
Xcl1	Gpr65	ppi_lr_go	ppi_prediction_go
Xcl1	Lpar5	ppi_lr_go	ppi_prediction_go
Xcl1	Ltb4r2	ppi_lr_go	ppi_prediction_go
Xcl1	Cysltr2	ppi_lr_go	ppi_prediction_go
Xcl1	Lpar3	ppi_lr_go	ppi_prediction_go
Xcl1	Opn4	ppi_lr_go	ppi_prediction_go
Xcl1	Gpr132	ppi_lr_go	ppi_prediction_go
Xcl1	Cysltr1	ppi_lr_go	ppi_prediction_go
Cxcl12	P2ry4	ppi_lr_go	ppi_prediction_go
Cxcl12	Tas2r138	ppi_lr_go	ppi_prediction_go
Cxcl12	Tas2r139	ppi_lr_go	ppi_prediction_go
Cxcl12	Tas2r144	ppi_lr_go	ppi_prediction_go
Cxcl12	Tas2r126	ppi_lr_go	ppi_prediction_go
Cxcl12	Tas2r136	ppi_lr_go	ppi_prediction_go
Cxcl12	Tas2r120	ppi_lr_go	ppi_prediction_go
Cxcl12	Tas2r135	ppi_lr_go	ppi_prediction_go
Cxcl12	Gpr17	ppi_lr_go	ppi_prediction_go
Cxcl12	Gpr18	ppi_lr_go	ppi_prediction_go
Cxcl12	Grm2	ppi_lr_go	ppi_prediction_go
Cxcl12	Grm7	ppi_lr_go	ppi_prediction_go
Cxcl12	Grm3	ppi_lr_go	ppi_prediction_go
Cxcl12	Hcar2	ppi_lr_go	ppi_prediction_go
Cxcl12	Oxgr1	ppi_lr_go	ppi_prediction_go
Cxcl12	S1pr3	ppi_lr_go	ppi_prediction_go
Cxcl12	Gper1	ppi_lr_go	ppi_prediction_go
Cxcl12	P2ry13	ppi_lr_go	ppi_prediction_go
Cxcl12	Sucnr1	ppi_lr_go	ppi_prediction_go
Cxcl12	Hcar1	ppi_lr_go	ppi_prediction_go
Cxcl12	Lpar5	ppi_lr_go	ppi_prediction_go
Cxcl12	S1pr5	ppi_lr_go	ppi_prediction_go
Cxcl12	P2ry12	ppi_lr_go	ppi_prediction_go
Cxcl12	Tas2r118	ppi_lr_go	ppi_prediction_go
Cxcl12	Tas2r140	ppi_lr_go	ppi_prediction_go
Cxcl12	Tas2r121	ppi_lr_go	ppi_prediction_go
Cxcl12	Tas2r114	ppi_lr_go	ppi_prediction_go
Cxcl12	Tas2r130	ppi_lr_go	ppi_prediction_go
Cxcl12	Tas2r108	ppi_lr_go	ppi_prediction_go
Cxcl12	Tas2r137	ppi_lr_go	ppi_prediction_go
Cxcl12	Tas2r119	ppi_lr_go	ppi_prediction_go
Cxcl12	Gabbr1	ppi_lr_go	ppi_prediction_go
Cxcl12	Lpar3	ppi_lr_go	ppi_prediction_go
Cxcl12	Gpr55	ppi_lr_go	ppi_prediction_go
Insl3	Ptgdr	ppi_lr_go	ppi_prediction_go
Insl3	Gpr176	ppi_lr_go	ppi_prediction_go
Insl3	Gpr150	ppi_lr_go	ppi_prediction_go
Insl3	Gpbar1	ppi_lr_go	ppi_prediction_go
Insl3	Taar1	ppi_lr_go	ppi_prediction_go
Insl3	Gpr20	ppi_lr_go	ppi_prediction_go
Insl3	Gpr84	ppi_lr_go	ppi_prediction_go
Insl3	Gpr27	ppi_lr_go	ppi_prediction_go
Insl3	Gpr83	ppi_lr_go	ppi_prediction_go
Insl3	Gpr45	ppi_lr_go	ppi_prediction_go
Efna5	Efnb3	ppi_lr_go	ppi_prediction_go
Efna5	Epha10	ppi_lr_go	ppi_prediction_go
Copa	Sphk1	ppi_lr_go	ppi_prediction_go
Fgf8	Fgfrl1	ppi_lr_go	ppi_prediction_go
Wnt3	Ror1	ppi_lr_go	ppi_prediction_go
Wnt3	Ptpro	ppi_lr_go	ppi_prediction_go
Wnt3	Sfrp4	ppi_lr_go	ppi_prediction_go
Wnt3	Sfrp1	ppi_lr_go	ppi_prediction_go
Wnt3	Frzb	ppi_lr_go	ppi_prediction_go
Wnt3a	Ptpro	ppi_lr_go	ppi_prediction_go
Wnt3a	Sfrp4	ppi_lr_go	ppi_prediction_go
Wnt3a	Sfrp1	ppi_lr_go	ppi_prediction_go
Wnt3a	Frzb	ppi_lr_go	ppi_prediction_go
Prok1	Grm1	ppi_lr_go	ppi_prediction_go
Prok1	Gpr17	ppi_lr_go	ppi_prediction_go
Prok1	P2ry6	ppi_lr_go	ppi_prediction_go
Prok1	Ltb4r1	ppi_lr_go	ppi_prediction_go
Prok1	Gpr68	ppi_lr_go	ppi_prediction_go
Prok1	Gprc6a	ppi_lr_go	ppi_prediction_go
Prok1	Gpr65	ppi_lr_go	ppi_prediction_go
Prok1	Lpar5	ppi_lr_go	ppi_prediction_go
Prok1	Ltb4r2	ppi_lr_go	ppi_prediction_go
Prok1	Cysltr2	ppi_lr_go	ppi_prediction_go
Prok1	Lpar3	ppi_lr_go	ppi_prediction_go
Prok1	Opn4	ppi_lr_go	ppi_prediction_go
Prok1	Gpr132	ppi_lr_go	ppi_prediction_go
Prok1	Cysltr1	ppi_lr_go	ppi_prediction_go
Sst	Gpr17	ppi_lr_go	ppi_prediction_go
Sst	Gpr18	ppi_lr_go	ppi_prediction_go
Sst	Grm2	ppi_lr_go	ppi_prediction_go
Sst	Grm7	ppi_lr_go	ppi_prediction_go
Sst	Grm3	ppi_lr_go	ppi_prediction_go
Sst	Hcar2	ppi_lr_go	ppi_prediction_go
Sst	Oxgr1	ppi_lr_go	ppi_prediction_go
Sst	S1pr3	ppi_lr_go	ppi_prediction_go
Sst	Gper1	ppi_lr_go	ppi_prediction_go
Sst	P2ry13	ppi_lr_go	ppi_prediction_go
Sst	Sucnr1	ppi_lr_go	ppi_prediction_go
Sst	Hcar1	ppi_lr_go	ppi_prediction_go
Sst	Lpar5	ppi_lr_go	ppi_prediction_go
Sst	S1pr5	ppi_lr_go	ppi_prediction_go
Sst	P2ry12	ppi_lr_go	ppi_prediction_go
Sst	Tas2r118	ppi_lr_go	ppi_prediction_go
Sst	Tas2r140	ppi_lr_go	ppi_prediction_go
Sst	Tas2r121	ppi_lr_go	ppi_prediction_go
Sst	Tas2r114	ppi_lr_go	ppi_prediction_go
Sst	Tas2r130	ppi_lr_go	ppi_prediction_go
Sst	Tas2r108	ppi_lr_go	ppi_prediction_go
Sst	Tas2r137	ppi_lr_go	ppi_prediction_go
Sst	Tas2r119	ppi_lr_go	ppi_prediction_go
Sst	Gabbr1	ppi_lr_go	ppi_prediction_go
Sst	Lpar3	ppi_lr_go	ppi_prediction_go
Sst	Gpr55	ppi_lr_go	ppi_prediction_go
Ccl20	Gpr17	ppi_lr_go	ppi_prediction_go
Ccl20	Gpr18	ppi_lr_go	ppi_prediction_go
Ccl20	Grm2	ppi_lr_go	ppi_prediction_go
Ccl20	Grm7	ppi_lr_go	ppi_prediction_go
Ccl20	Grm3	ppi_lr_go	ppi_prediction_go
Ccl20	Hcar2	ppi_lr_go	ppi_prediction_go
Ccl20	Oxgr1	ppi_lr_go	ppi_prediction_go
Ccl20	S1pr3	ppi_lr_go	ppi_prediction_go
Ccl20	Gper1	ppi_lr_go	ppi_prediction_go
Ccl20	P2ry13	ppi_lr_go	ppi_prediction_go
Ccl20	Sucnr1	ppi_lr_go	ppi_prediction_go
Ccl20	Hcar1	ppi_lr_go	ppi_prediction_go
Ccl20	Lpar5	ppi_lr_go	ppi_prediction_go
Ccl20	S1pr5	ppi_lr_go	ppi_prediction_go
Ccl20	P2ry12	ppi_lr_go	ppi_prediction_go
Ccl20	Tas2r118	ppi_lr_go	ppi_prediction_go
Ccl20	Tas2r140	ppi_lr_go	ppi_prediction_go
Ccl20	Tas2r121	ppi_lr_go	ppi_prediction_go
Ccl20	Tas2r114	ppi_lr_go	ppi_prediction_go
Ccl20	Tas2r130	ppi_lr_go	ppi_prediction_go
Ccl20	Tas2r108	ppi_lr_go	ppi_prediction_go
Ccl20	Tas2r137	ppi_lr_go	ppi_prediction_go
Ccl20	Tas2r119	ppi_lr_go	ppi_prediction_go
Ccl20	Gabbr1	ppi_lr_go	ppi_prediction_go
Ccl20	Lpar3	ppi_lr_go	ppi_prediction_go
Ccl20	Gpr55	ppi_lr_go	ppi_prediction_go
Qrfp	Grm1	ppi_lr_go	ppi_prediction_go
Qrfp	Gpr17	ppi_lr_go	ppi_prediction_go
Qrfp	P2ry6	ppi_lr_go	ppi_prediction_go
Qrfp	Ltb4r1	ppi_lr_go	ppi_prediction_go
Qrfp	Gpr68	ppi_lr_go	ppi_prediction_go
Qrfp	Gprc6a	ppi_lr_go	ppi_prediction_go
Qrfp	Gpr65	ppi_lr_go	ppi_prediction_go
Qrfp	Lpar5	ppi_lr_go	ppi_prediction_go
Qrfp	Ltb4r2	ppi_lr_go	ppi_prediction_go
Qrfp	Cysltr2	ppi_lr_go	ppi_prediction_go
Qrfp	Lpar3	ppi_lr_go	ppi_prediction_go
Qrfp	Opn4	ppi_lr_go	ppi_prediction_go
Qrfp	Gpr132	ppi_lr_go	ppi_prediction_go
Qrfp	Cysltr1	ppi_lr_go	ppi_prediction_go
Cxcl9	Gpr17	ppi_lr_go	ppi_prediction_go
Cxcl9	Gpr18	ppi_lr_go	ppi_prediction_go
Cxcl9	Grm2	ppi_lr_go	ppi_prediction_go
Cxcl9	Grm7	ppi_lr_go	ppi_prediction_go
Cxcl9	Grm3	ppi_lr_go	ppi_prediction_go
Cxcl9	Hcar2	ppi_lr_go	ppi_prediction_go
Cxcl9	Oxgr1	ppi_lr_go	ppi_prediction_go
Cxcl9	S1pr3	ppi_lr_go	ppi_prediction_go
Cxcl9	Gper1	ppi_lr_go	ppi_prediction_go
Cxcl9	P2ry13	ppi_lr_go	ppi_prediction_go
Cxcl9	Sucnr1	ppi_lr_go	ppi_prediction_go
Cxcl9	Hcar1	ppi_lr_go	ppi_prediction_go
Cxcl9	Lpar5	ppi_lr_go	ppi_prediction_go
Cxcl9	S1pr5	ppi_lr_go	ppi_prediction_go
Cxcl9	P2ry12	ppi_lr_go	ppi_prediction_go
Cxcl9	Tas2r118	ppi_lr_go	ppi_prediction_go
Cxcl9	Tas2r140	ppi_lr_go	ppi_prediction_go
Cxcl9	Tas2r121	ppi_lr_go	ppi_prediction_go
Cxcl9	Tas2r114	ppi_lr_go	ppi_prediction_go
Cxcl9	Tas2r130	ppi_lr_go	ppi_prediction_go
Cxcl9	Tas2r108	ppi_lr_go	ppi_prediction_go
Cxcl9	Tas2r137	ppi_lr_go	ppi_prediction_go
Cxcl9	Tas2r119	ppi_lr_go	ppi_prediction_go
Cxcl9	Gabbr1	ppi_lr_go	ppi_prediction_go
Cxcl9	Lpar3	ppi_lr_go	ppi_prediction_go
Cxcl9	Gpr55	ppi_lr_go	ppi_prediction_go
Pnoc	Gpr18	ppi_lr_go	ppi_prediction_go
Pnoc	Grm2	ppi_lr_go	ppi_prediction_go
Pnoc	Grm7	ppi_lr_go	ppi_prediction_go
Pnoc	Grm3	ppi_lr_go	ppi_prediction_go
Pnoc	Hcar2	ppi_lr_go	ppi_prediction_go
Pnoc	Oxgr1	ppi_lr_go	ppi_prediction_go
Pnoc	S1pr3	ppi_lr_go	ppi_prediction_go
Pnoc	Gper1	ppi_lr_go	ppi_prediction_go
Pnoc	P2ry13	ppi_lr_go	ppi_prediction_go
Pnoc	Sucnr1	ppi_lr_go	ppi_prediction_go
Pnoc	Hcar1	ppi_lr_go	ppi_prediction_go
Pnoc	Lpar5	ppi_lr_go	ppi_prediction_go
Pnoc	S1pr5	ppi_lr_go	ppi_prediction_go
Pnoc	P2ry12	ppi_lr_go	ppi_prediction_go
Pnoc	Tas2r118	ppi_lr_go	ppi_prediction_go
Pnoc	Tas2r140	ppi_lr_go	ppi_prediction_go
Pnoc	Tas2r121	ppi_lr_go	ppi_prediction_go
Pnoc	Tas2r114	ppi_lr_go	ppi_prediction_go
Pnoc	Tas2r130	ppi_lr_go	ppi_prediction_go
Pnoc	Tas2r108	ppi_lr_go	ppi_prediction_go
Pnoc	Tas2r137	ppi_lr_go	ppi_prediction_go
Pnoc	Tas2r119	ppi_lr_go	ppi_prediction_go
Pnoc	Gabbr1	ppi_lr_go	ppi_prediction_go
Pnoc	Lpar3	ppi_lr_go	ppi_prediction_go
Pnoc	Gpr55	ppi_lr_go	ppi_prediction_go
Ebi3	Il12rb2	ppi_lr_go	ppi_prediction_go
Shh	Derl1	ppi_lr_go	ppi_prediction_go
Uts2b	Gpr65	ppi_lr_go	ppi_prediction_go
Uts2b	Lpar5	ppi_lr_go	ppi_prediction_go
Uts2b	Ltb4r2	ppi_lr_go	ppi_prediction_go
Uts2b	Cysltr2	ppi_lr_go	ppi_prediction_go
Uts2b	Lpar3	ppi_lr_go	ppi_prediction_go
Uts2b	Opn4	ppi_lr_go	ppi_prediction_go
Uts2b	Gpr132	ppi_lr_go	ppi_prediction_go
Uts2b	Cysltr1	ppi_lr_go	ppi_prediction_go
Adm2	Gpr150	ppi_lr_go	ppi_prediction_go
Adm2	Gpbar1	ppi_lr_go	ppi_prediction_go
Adm2	Taar1	ppi_lr_go	ppi_prediction_go
Adm2	Gpr20	ppi_lr_go	ppi_prediction_go
Adm2	Gpr84	ppi_lr_go	ppi_prediction_go
Adm2	Gpr27	ppi_lr_go	ppi_prediction_go
Adm2	Gpr83	ppi_lr_go	ppi_prediction_go
Adm2	Gpr45	ppi_lr_go	ppi_prediction_go
Rln3	Oxgr1	ppi_lr_go	ppi_prediction_go
Rln3	Taar1	ppi_lr_go	ppi_prediction_go
Rln3	S1pr3	ppi_lr_go	ppi_prediction_go
Rln3	Gper1	ppi_lr_go	ppi_prediction_go
Rln3	Gpr20	ppi_lr_go	ppi_prediction_go
Rln3	P2ry13	ppi_lr_go	ppi_prediction_go
Rln3	Sucnr1	ppi_lr_go	ppi_prediction_go
Rln3	Hcar1	ppi_lr_go	ppi_prediction_go
Rln3	Lpar5	ppi_lr_go	ppi_prediction_go
Rln3	S1pr5	ppi_lr_go	ppi_prediction_go
Rln3	P2ry12	ppi_lr_go	ppi_prediction_go
Rln3	Gpr84	ppi_lr_go	ppi_prediction_go
Rln3	Gpr27	ppi_lr_go	ppi_prediction_go
Rln3	Gpr83	ppi_lr_go	ppi_prediction_go
Rln3	Tas2r118	ppi_lr_go	ppi_prediction_go
Rln3	Tas2r140	ppi_lr_go	ppi_prediction_go
Rln3	Tas2r121	ppi_lr_go	ppi_prediction_go
Rln3	Tas2r114	ppi_lr_go	ppi_prediction_go
Rln3	Tas2r130	ppi_lr_go	ppi_prediction_go
Rln3	Tas2r108	ppi_lr_go	ppi_prediction_go
Rln3	Tas2r137	ppi_lr_go	ppi_prediction_go
Rln3	Tas2r119	ppi_lr_go	ppi_prediction_go
Rln3	Gabbr1	ppi_lr_go	ppi_prediction_go
Rln3	Lpar3	ppi_lr_go	ppi_prediction_go
Rln3	Gpr55	ppi_lr_go	ppi_prediction_go
Rln3	Gpr45	ppi_lr_go	ppi_prediction_go
Wnt8b	Fzd1	ppi_lr_go	ppi_prediction_go
Scgb3a1	Notch3	ppi_lr_go	ppi_prediction_go
Gpha2	Inpp5k	ppi_lr_go	ppi_prediction_go
Ccl19	P2ry13	ppi_lr_go	ppi_prediction_go
Ccl19	Sucnr1	ppi_lr_go	ppi_prediction_go
Ccl19	Hcar1	ppi_lr_go	ppi_prediction_go
Ccl19	Lpar5	ppi_lr_go	ppi_prediction_go
Ccl19	S1pr5	ppi_lr_go	ppi_prediction_go
Ccl19	P2ry12	ppi_lr_go	ppi_prediction_go
Ccl19	Tas2r118	ppi_lr_go	ppi_prediction_go
Ccl19	Tas2r140	ppi_lr_go	ppi_prediction_go
Ccl19	Tas2r121	ppi_lr_go	ppi_prediction_go
Ccl19	Tas2r114	ppi_lr_go	ppi_prediction_go
Ccl19	Tas2r130	ppi_lr_go	ppi_prediction_go
Ccl19	Tas2r108	ppi_lr_go	ppi_prediction_go
Ccl19	Tas2r137	ppi_lr_go	ppi_prediction_go
Ccl19	Tas2r119	ppi_lr_go	ppi_prediction_go
Ccl19	Gabbr1	ppi_lr_go	ppi_prediction_go
Ccl19	Lpar3	ppi_lr_go	ppi_prediction_go
Ccl19	Gpr55	ppi_lr_go	ppi_prediction_go
Wnt8a	Fzd1	ppi_lr_go	ppi_prediction_go
Cxcl16	Tas2r118	ppi_lr_go	ppi_prediction_go
Cxcl16	Tas2r140	ppi_lr_go	ppi_prediction_go
Cxcl16	Tas2r121	ppi_lr_go	ppi_prediction_go
Cxcl16	Tas2r114	ppi_lr_go	ppi_prediction_go
Cxcl16	Tas2r130	ppi_lr_go	ppi_prediction_go
Cxcl16	Tas2r108	ppi_lr_go	ppi_prediction_go
Cxcl16	Tas2r137	ppi_lr_go	ppi_prediction_go
Cxcl16	Tas2r119	ppi_lr_go	ppi_prediction_go
Cxcl16	Gabbr1	ppi_lr_go	ppi_prediction_go
Cxcl16	Lpar3	ppi_lr_go	ppi_prediction_go
Cxcl16	Gpr55	ppi_lr_go	ppi_prediction_go
Ccl28	Tas2r118	ppi_lr_go	ppi_prediction_go
Ccl28	Tas2r140	ppi_lr_go	ppi_prediction_go
Ccl28	Tas2r121	ppi_lr_go	ppi_prediction_go
Ccl28	Tas2r114	ppi_lr_go	ppi_prediction_go
Ccl28	Tas2r130	ppi_lr_go	ppi_prediction_go
Ccl28	Tas2r108	ppi_lr_go	ppi_prediction_go
Ccl28	Tas2r137	ppi_lr_go	ppi_prediction_go
Ccl28	Tas2r119	ppi_lr_go	ppi_prediction_go
Ccl28	Gabbr1	ppi_lr_go	ppi_prediction_go
Ccl28	Lpar3	ppi_lr_go	ppi_prediction_go
Ccl28	Gpr55	ppi_lr_go	ppi_prediction_go
Ghrl	Lpar3	ppi_lr_go	ppi_prediction_go
Ghrl	Opn4	ppi_lr_go	ppi_prediction_go
Ghrl	Gpr132	ppi_lr_go	ppi_prediction_go
Ghrl	Cysltr1	ppi_lr_go	ppi_prediction_go
Apln	Gpr55	ppi_lr_go	ppi_prediction_go
Wnt2	Fzd9	ppi_lr_go	ppi_prediction_go
Lep	Siglech	ppi_lr_go	ppi_prediction_go
Sfrp2	Dcc	ppi_lr_go	ppi_prediction_go
Il24	Rarg	ppi_lr_go	ppi_prediction_go
Tgfb1	Tlr2	ppi_lr_go	ppi_prediction_go
Mif	Egfr	ppi_lr_go	ppi_prediction_go
Wnt3	Dlg1	ppi_lr_go	ppi_prediction_go
Il16	Kcnj4	ppi_lr_go	ppi_prediction_go
Il16	Kcnj2	ppi_lr_go	ppi_prediction_go
Nampt	Anxa6	ppi_lr_go	ppi_prediction_go
Oit1	Pkd2	ppi_lr_go	ppi_prediction_go
Adm2	Rho	ppi_lr_go	ppi_prediction_go
Bdnf	Rho	ppi_lr_go	ppi_prediction_go
Gdf15	Nlgn3	ppi_lr_go	ppi_prediction_go
Jag2	Ror1	ppi_lr_go	ppi_prediction_go
Jag2	Unc5b	ppi_lr_go	ppi_prediction_go
Jag2	Sec63	ppi_lr_go	ppi_prediction_go
Apoa1	Ryr1	ppi_lr_go	ppi_prediction_go
Gmfb	Egfr	ppi_lr_go	ppi_prediction_go
Hmgb1	Fas	ppi_lr_go	ppi_prediction_go
Fbrs	Nrp1	ppi_lr_go	ppi_prediction_go
Nenf	Sec63	ppi_lr_go	ppi_prediction_go
Manf	Sec63	ppi_lr_go	ppi_prediction_go
Il25	Esr2	ppi_lr_go	ppi_prediction_go
Hmgb2	Dab2	ppi_lr_go	ppi_prediction_go
Hmgb2	Cd44	ppi_lr_go	ppi_prediction_go
Hmgb2	Fas	ppi_lr_go	ppi_prediction_go
Hdgf	Fas	ppi_lr_go	ppi_prediction_go
Apoa1	Olfr187	ppi_lr_go	ppi_prediction_go
Apoa1	Pigr	ppi_lr_go	ppi_prediction_go
Apoa1	Olfr926	ppi_lr_go	ppi_prediction_go
Klk1b22	Olfr926	ppi_lr_go	ppi_prediction_go
Apoa1	Olfr720	ppi_lr_go	ppi_prediction_go
Klk1b22	Olfr720	ppi_lr_go	ppi_prediction_go
Aimp1	Rack1	ppi_lr_go	ppi_prediction_go
Aimp1	Lrp5	ppi_lr_go	ppi_prediction_go
